Sample_ID,Collect_DateTime,Ammonia Nitrogen,Conductivity,"Conductivity, Field",Dissolved Oxygen,"Dissolved Oxygen, Field",E. coli,Enterococcus,Fecal Coliform,Nitrite + Nitrate Nitrogen,Orthophosphate Phosphorus,Silica,Temperature,Total Alkalinity,Total Nitrogen,Total Phosphorus,Total Suspended Solids,Turbidity,pH,"pH, Field"
16554,08/19/1992 12:00:00 AM,0.011,149.0,,11.0,,,270.0,180.0,0.45,0.01,,13.4,,,0.021,2.0,1.1,8.7,8.7
16555,08/19/1992 12:00:00 AM,0.035,203.0,,7.1,,,3400.0,600.0,0.082,0.045,,12.2,,,0.095,19.8,2.7,7.3,7.3
16556,08/19/1992 12:00:00 AM,0.014,154.0,,10.6,,,310.0,400.0,0.52,0.01,,12.2,,,0.031,2.8,0.5,8.1,8.1
16598,09/16/1992 12:00:00 AM,,146.0,,11.9,,,140.0,480.0,0.49,0.01,,11.5,,,0.051,2.5,0.3,8.0,8.0
16599,09/16/1992 12:00:00 AM,0.22,240.0,,5.4,,,70.0,220.0,,0.072,,12.2,,,0.14,3.25,5.0,6.7,6.7
16600,09/16/1992 12:00:00 AM,,165.0,,11.7,,,56.0,550.0,0.51,0.011,,11.0,,,0.041,0.5,0.3,7.9,7.9
16643,10/20/1992 12:00:00 AM,0.15,133.0,,8.1,,,250.0,270.0,0.57,0.026,,12.6,,,0.058,9.0,1.8,7.1,7.1
16644,10/20/1992 12:00:00 AM,0.011,156.0,,8.6,,,160.0,43.0,0.13,0.025,,12.8,,,0.049,1.8,1.8,6.8,6.8
16645,10/20/1992 12:00:00 AM,0.015,131.0,,10.5,,,1800.0,2000.0,0.54,0.009,,12.6,,,0.024,5.2,3.0,7.4,7.4
16670,08/25/1992 12:00:00 AM,,,,,,,,,,,,13.5,,,,,,,
16676,08/25/1992 12:00:00 AM,,,,,,,,,,,,13.5,,,,,,,
16743,01/14/1997 10:20:00 AM,0.032,101.0,,13.2,,,11.0,32.0,1.26,0.00914,,2.6,,1.35,0.0377,7.8,1.7,,7.1
16744,01/14/1997 10:40:00 AM,0.0497,109.0,,12.0,,,2.0,5.0,0.682,0.0221,,3.0,,0.881,0.0563,4.8,1.4,,6.9
16745,01/14/1997 11:25:00 AM,0.0475,96.7,,13.3,,,24.0,190.0,1.42,0.00933,,2.8,,1.49,0.0342,7.9,1.2,,7.1
16785,03/18/1997 02:00:00 PM,0.0622,73.2,,11.3,,,110.0,180.0,0.952,0.00977,,8.5,,0.851,0.0661,29.9,7.2,,7.3
16828,02/10/1997 11:35:00 AM,0.033,99.3,,12.1,,,41.0,9.0,1.16,0.0178,,5.5,,1.17,0.0357,1.1,1.0,,7.1
16829,02/10/1997 11:50:00 AM,0.04,109.0,,11.5,,,8.0,8.0,0.638,0.0195,,5.5,,0.764,0.037,2.3,1.2,,7.1
16830,02/10/1997 12:00:00 AM,0.031,96.7,,12.3,,,10.0,23.0,1.28,0.0114,,,,1.27,0.0238,3.4,1.1,,7.2
16884,03/11/1997 01:05:00 PM,0.028,82.1,,12.0,,,22.0,21.0,1.11,0.0175,,7.5,,1.26,0.043,12.0,2.4,,7.2
16885,03/11/1997 01:20:00 PM,0.028,94.1,,11.4,,,13.0,5.0,0.703,0.0289,,8.3,,0.963,0.0558,5.0,3.3,,7.1
16886,03/11/1997 01:30:00 PM,0.022,81.0,,12.0,,,10.0,15.0,1.21,0.0146,,7.4,,1.26,0.0436,9.8,1.7,,7.3
16927,04/08/1997 12:00:00 PM,0.038,108.0,,11.2,,,49.0,660.0,0.947,0.0146,,8.5,,1.07,0.016,3.7,1.7,,7.3
16928,04/08/1997 12:15:00 PM,,117.0,,10.3,,,1.0,6.0,0.303,0.0228,,8.5,,0.474,0.0338,2.4,1.6,,7.2
16929,04/08/1997 12:00:00 AM,0.0492,105.0,,11.6,,,75.0,10.0,1.05,0.0128,,9.6,,1.1,0.0133,3.8,1.6,,7.6
16931,04/08/1997 12:15:00 PM,,117.0,,10.1,,,2.0,9.0,0.223,0.00655,,8.5,,1.18,0.028,2.4,1.6,,7.2
16967,05/11/1993 10:50:00 AM,0.025,,,10.0,,,37.0,70.0,1.1,0.022,,11.5,,1.2,0.023,3.5,1.4,,6.46
16968,05/11/1993 11:03:00 AM,0.036,,,8.9,,,13.0,25.0,0.44,0.036,,13.8,,0.75,0.041,3.5,1.8,,6.68
16969,05/11/1993 11:15:00 AM,0.029,,,10.0,,,22.0,26.0,1.1,0.02,,11.5,,1.2,0.026,4.4,1.6,,6.95
17044,05/13/1997 12:25:00 PM,0.034,110.0,,10.5,,,32.0,37.0,0.859,0.0187,,12.6,40.4,1.02,0.0612,3.8,2.7,,7.8
17045,05/13/1997 12:45:00 PM,0.026,127.0,,8.8,,,36.0,21.0,0.279,0.0362,,,45.6,1.03,0.143,3.3,3.0,,7.4
17046,05/13/1997 01:45:00 PM,0.032,107.0,,10.2,,,15.0,16.0,0.951,0.0145,,15.6,40.9,0.983,0.0525,4.3,2.3,,7.6
17048,05/13/1997 01:40:00 PM,0.035,107.0,,10.2,,,13.0,23.0,0.964,0.0145,,15.6,38.8,1.08,0.0254,4.0,2.8,,7.5
17091,06/10/1997 12:50:00 PM,,115.0,,,10.5,,210.0,1300.0,0.728,0.0195,,14.1,45.4,0.844,0.046,3.1,1.1,,7.6
17092,06/10/1997 01:10:00 PM,0.0482,93.7,,,9.2,,48.0,120.0,0.15,0.0448,,16.0,26.6,0.795,0.0751,2.4,2.6,,7.4
17093,06/10/1997 11:50:00 AM,,127.0,,,10.6,,15.0,51.0,0.828,0.0153,,13.8,51.9,0.573,0.0378,1.9,1.4,,7.4
17095,06/10/1997 01:10:00 PM,0.0681,61.0,,,9.2,,50.0,140.0,0.149,0.0452,,16.0,26.3,0.742,0.0903,2.4,2.5,,7.4
17149,07/08/1997 10:20:00 AM,,106.0,,,10.3,,480.0,550.0,0.6,0.0246,,14.0,43.6,0.791,0.0492,11.0,3.0,,7.5
17150,07/08/1997 10:40:00 AM,0.0724,111.0,,,9.0,,2000.0,1100.0,0.121,0.0716,,17.3,44.9,0.508,0.141,24.4,7.6,,7.5
17151,07/08/1997 11:01:00 AM,,102.0,,,10.5,,400.0,510.0,0.683,0.0232,,13.7,40.9,0.849,0.0385,10.0,3.5,,7.5
17153,07/08/1997 11:05:00 AM,0.032,102.0,,,10.5,,410.0,520.0,0.691,0.0138,,13.7,41.8,0.792,0.0408,11.4,3.5,,7.5
17199,08/12/1997 12:25:00 PM,0.147,118.0,,,10.2,,50.0,90.0,0.684,0.0121,,16.3,55.5,0.818,0.0099,2.4,1.3,,8.0
17200,08/12/1997 12:40:00 PM,0.1,125.0,,,7.6,,310.0,110.0,0.064,0.0397,,19.0,51.4,0.4,0.0414,1.8,2.4,,7.1
17201,08/12/1997 01:15:00 PM,0.033,121.0,,,9.7,,32.0,110.0,0.754,0.0128,,17.0,53.6,0.894,0.0073,1.3,1.4,,7.7
17203,08/12/1997 12:45:00 PM,0.04,129.0,,,7.6,,260.0,120.0,0.063,0.0369,,19.0,50.0,0.237,0.039,1.6,2.6,,7.1
17248,09/09/1997 11:30:00 AM,0.033,133.0,,,10.1,,380.0,300.0,0.748,0.016,,14.5,58.0,0.88,0.0444,1.7,0.9,,7.8
17249,09/09/1997 12:00:00 PM,0.048,149.0,,,7.7,,240.0,320.0,0.069,0.0412,,16.2,59.0,0.264,0.0752,3.4,3.3,,7.2
17250,09/09/1997 01:10:00 PM,0.031,138.0,,,10.1,,150.0,180.0,0.803,0.0179,,15.2,59.4,0.912,0.0488,2.3,0.6,,7.6
17312,10/14/1997 10:50:00 AM,0.0716,,115.0,,10.1,,190.0,130.0,0.91,0.0272,,10.9,46.1,1.55,0.04,5.5,2.5,,7.3
17313,10/14/1997 11:00:00 AM,0.024,,135.0,,8.8,,130.0,49.0,0.174,0.0354,,11.9,51.6,1.47,0.0471,1.3,2.2,,7.1
17346,10/02/1997 12:40:00 PM,0.0455,114.0,117.0,,9.8,,900.0,540.0,0.692,0.0372,,12.6,,0.876,0.0505,5.8,2.7,,7.2
17392,10/29/1997 11:15:00 AM,0.0728,,98.7,,9.5,,1400.0,3100.0,0.82,0.0761,,10.3,,1.57,0.209,98.7,21.0,,7.3
17437,11/13/1997 11:10:00 AM,0.0565,106.0,112.0,,11.5,,23.0,38.0,1.08,0.0221,,6.9,39.7,0.424,0.0387,4.1,2.0,,7.4
17438,11/13/1997 11:25:00 AM,0.022,132.0,134.0,,9.6,,84.0,13.0,0.369,0.0323,,7.9,48.0,1.13,0.0435,2.3,1.9,,7.3
17439,11/13/1997 12:00:00 PM,0.031,103.0,106.0,,11.5,,35.0,77.0,1.2,0.0181,,7.2,37.0,1.18,0.0279,5.0,1.8,,7.4
17441,11/13/1997 11:30:00 AM,0.023,128.0,134.0,,9.5,,67.0,17.0,0.357,0.0298,,7.0,48.2,0.587,0.0447,2.7,1.9,,7.2
17477,12/16/1997 01:20:00 PM,0.0515,,85.3,,11.3,,400.0,540.0,0.858,0.0533,,8.2,,1.26,0.145,61.9,12.0,,7.4
17522,12/09/1997 11:30:00 AM,0.0551,114.0,,,11.6,,11.0,23.0,1.12,0.0169,,6.6,43.2,1.24,0.0241,2.7,1.5,,7.3
17523,12/09/1997 11:40:00 AM,0.052,128.0,,,10.7,,39.0,90.0,0.643,0.0235,,6.0,44.6,0.77,0.028,1.0,1.3,,7.4
17524,12/09/1997 12:00:00 PM,0.0514,113.0,,,11.8,,19.0,80.0,1.23,0.017,,6.6,42.1,1.37,0.0194,2.1,1.2,,7.2
17526,12/09/1997 12:02:00 PM,0.024,112.0,,,11.8,,21.0,180.0,1.2,0.0166,,6.6,42.2,1.3,0.0188,2.4,1.5,,7.3
17544,01/05/1998 12:20:00 PM,0.022,85.0,78.6,,11.7,,310.0,330.0,1.11,0.0154,,5.7,,1.62,0.132,56.9,11.0,,7.3
17610,02/10/1998 10:38:00 AM,,114.0,,,12.6,,46.0,120.0,1.15,0.0107,,6.6,40.4,1.2,0.0286,5.7,2.7,,7.8
17611,02/10/1998 10:50:00 AM,0.021,121.0,,,11.4,,9.0,35.0,0.612,0.0177,,6.9,40.6,0.717,0.05,8.0,3.8,,7.6
17612,02/10/1998 11:15:00 AM,,112.0,,,12.4,,46.0,130.0,1.28,0.00997,,6.7,39.4,1.32,0.0198,4.7,2.4,,7.6
17613,02/10/1998 11:15:00 AM,,111.0,,,12.4,,26.0,100.0,1.3,0.00979,,6.7,39.3,0.771,0.0211,4.9,2.3,,7.6
17646,01/14/1998 12:03:00 PM,0.026,,79.3,,11.9,,140.0,230.0,1.28,0.0128,,5.7,,1.42,0.0769,31.0,8.8,,7.2
17728,03/10/1998 12:10:00 PM,,85.8,79.4,,11.9,,66.0,95.0,1.25,0.00738,,7.5,28.1,1.32,0.035,12.6,3.5,,7.2
17729,03/10/1998 12:00:00 AM,,96.6,90.6,,11.2,,5.0,16.0,0.73,0.0104,,7.9,31.8,0.883,0.082,20.8,8.0,,7.2
17730,03/10/1998 12:30:00 PM,,88.9,82.8,,11.6,,45.0,42.0,1.36,0.00866,,7.6,29.0,1.43,0.0502,13.7,3.4,,7.2
17731,03/10/1998 12:35:00 PM,,89.3,82.8,,11.5,,35.0,55.0,1.37,0.0075,,7.6,28.8,1.41,0.0454,15.6,3.4,,7.2
17736,06/15/1993 10:45:00 AM,,97.0,,8.5,,,310.0,210.0,,,,12.5,,1.0,0.032,6.0,2.8,,6.95
17737,06/15/1993 10:55:00 AM,,110.0,,11.0,,,80.0,67.0,,,,13.5,,0.66,0.055,3.8,1.9,,6.75
17738,06/15/1993 11:10:00 AM,,100.0,,11.0,,,320.0,190.0,,,,12.5,,1.1,0.025,6.0,2.8,,6.88
17806,05/27/1998 01:15:00 PM,,,81.1,,10.9,,1700.0,2400.0,0.703,0.0131,,9.7,31.5,1.92,0.303,158.0,22.0,,7.4
17852,04/14/1998 01:25:00 PM,,117.0,110.0,,11.0,,26.0,6.0,1.01,0.00865,,10.5,41.8,1.12,0.0239,2.8,1.4,,7.5
17856,04/14/1998 12:45:00 PM,,119.0,110.0,,11.1,,33.0,26.0,0.921,0.0101,,9.3,42.6,1.05,0.0122,2.6,1.6,,7.6
17857,04/14/1998 01:00:00 PM,,135.0,128.0,,10.6,,1.0,39.0,0.169,0.0141,,10.2,48.9,0.391,0.0234,1.2,1.4,,7.3
17858,04/14/1998 01:20:00 PM,,116.0,110.0,,11.0,,30.0,6.0,1.02,0.00855,,10.4,42.0,1.12,0.0099,2.1,1.4,,7.5
17866,05/04/1998 12:15:00 PM,,,,,,,,,0.975,0.0115,,,,,0.0237,2.0,,,
17867,05/06/1998 09:00:00 AM,,,,,,,,,0.94,0.0106,,,,,0.0276,2.4,,,
17910,05/12/1998 11:50:00 AM,,123.0,128.0,,10.6,,41.0,150.0,0.834,0.0129,,10.7,49.7,0.941,0.0268,2.6,1.5,,7.7
17911,05/12/1998 12:35:00 PM,0.024,151.0,161.0,,8.8,,23.0,58.0,0.251,0.0343,,11.8,60.0,0.507,0.0594,2.0,2.2,,7.3
17912,05/12/1998 01:00:00 PM,,120.0,125.0,,10.9,,31.0,250.0,0.9,0.0122,,10.7,48.0,1.07,0.0211,2.6,1.5,,7.6
17966,06/23/1998 11:18:00 AM,0.026,168.0,,,7.8,,,,0.169,0.0314,,15.5,63.8,0.351,0.0553,,2.2,,7.3
17970,06/23/1998 11:00:00 AM,,127.0,,,9.5,,,,0.745,0.00789,,13.6,48.3,0.881,0.0288,3.8,1.9,,7.5
17971,06/23/1998 11:21:00 AM,0.024,168.0,,,7.8,,,,0.153,0.0311,,15.5,63.9,0.369,0.0512,0.8,1.8,,7.3
17972,06/23/1998 11:51:00 AM,,121.0,,,9.7,,,,0.818,0.0087,,13.3,46.0,0.965,0.0207,1.8,1.2,,7.5
18023,07/14/1998 11:58:00 AM,0.0293,176.0,,,8.6,,210.0,230.0,0.105,0.0305,,17.1,67.1,0.317,0.0427,,1.6,,7.0
18027,07/14/1998 11:28:00 AM,0.012,197.0,,,10.0,,240.0,380.0,0.675,0.0517,,15.0,66.7,0.724,0.0544,1.0,0.7,,7.6
18028,07/14/1998 11:54:00 AM,0.0288,174.0,,,8.5,,280.0,210.0,0.105,0.0311,,17.1,67.5,0.303,0.0392,0.8,1.5,,7.0
18029,07/14/1998 12:13:00 PM,0.015,131.0,,,9.5,,32.0,88.0,0.747,0.0102,,14.8,51.1,0.763,0.0126,0.9,1.0,,7.3
18079,08/11/1998 11:30:00 AM,,148.0,,,11.1,,76.0,20.0,0.664,0.0103,,16.1,58.9,0.768,0.0218,3.4,2.4,,8.3
18080,08/11/1998 11:50:00 AM,0.207,241.0,,,5.5,,23.0,110.0,0.0493,0.0366,,18.0,102.0,0.534,0.0716,6.0,12.0,,6.7
18081,08/11/1998 12:09:00 PM,,151.0,,,10.3,,80.0,160.0,0.72,0.0115,,16.7,58.0,0.776,0.0197,1.2,1.8,,7.7
18090,01/20/1993 01:50:00 PM,0.04,110.0,,12.0,,,2000.0,290.0,1.1,0.017,,4.0,,,0.051,30.0,12.0,,7.36
18144,09/15/1998 01:00:00 PM,0.011,149.0,142.0,,10.3,,110.0,190.0,0.667,0.0157,,15.2,59.8,0.803,0.0295,4.5,3.6,,8.0
18145,09/15/1998 01:10:00 PM,,190.0,182.0,,7.8,,340.0,610.0,0.0747,0.0194,,16.2,72.8,0.262,0.0343,3.4,4.5,,7.4
18146,09/15/1998 01:45:00 PM,,157.0,147.0,,9.9,,180.0,60.0,0.719,0.0149,,15.5,62.3,0.775,0.0204,2.0,1.4,,7.6
18162,09/18/1998 11:41:00 AM,,155.0,,,9.9,,760.0,260.0,0.741,0.0111,,13.5,59.3,0.834,0.0229,1.8,1.2,,7.8
18173,09/18/1998 12:00:00 AM,0.012,,,,10.8,,1000.0,780.0,0.622,0.0149,,14.2,57.5,0.884,0.0412,8.0,4.4,,8.1
18232,10/13/1998 11:15:00 AM,,157.0,,,9.5,,1500.0,430.0,0.0972,0.0249,,12.6,56.4,0.403,0.0433,1.7,3.9,,7.5
18236,10/13/1998 10:50:00 AM,0.0473,139.0,,,10.3,,1500.0,800.0,0.655,0.024,,12.0,52.7,1.02,0.0634,17.5,9.1,,7.6
18237,10/13/1998 12:00:00 AM,,158.0,,,9.5,,1800.0,470.0,0.0996,0.0244,,12.6,56.5,0.391,0.0431,1.5,4.3,,7.5
18238,10/13/1998 11:30:00 AM,0.0334,138.0,,,10.4,,690.0,510.0,0.72,0.0209,,11.6,52.1,1.03,0.0495,15.2,7.2,,7.5
18287,11/10/1998 11:40:00 AM,0.0245,142.0,,,12.1,,32.0,210.0,0.962,0.0165,,8.6,52.9,1.02,0.0244,1.5,1.5,,7.8
18288,11/10/1998 12:00:00 PM,,171.0,,,10.4,,41.0,18.0,0.0895,0.0178,,8.3,61.4,0.299,0.0287,0.7,2.1,,7.6
18289,11/10/1998 12:25:00 PM,0.016,141.0,,,11.8,,29.0,280.0,0.991,0.014,,8.7,52.5,1.02,0.0205,1.9,1.6,,6.8
18299,12/15/1992 12:00:00 AM,,80.0,,12.0,,,44.0,91.0,2.0,0.007,,4.4,,,0.067,34.0,8.2,,7.32
18300,12/15/1992 12:00:00 AM,0.022,97.0,,12.0,,,32.0,46.0,1.4,0.011,,4.2,,,0.011,6.0,3.3,,7.03
18301,12/15/1992 12:00:00 AM,,77.0,,12.0,,,34.0,9.0,2.0,0.007,,4.5,,,0.029,26.0,9.0,,7.07
18338,10/28/1998 01:40:00 PM,0.0459,,,,10.7,,1300.0,1200.0,1.37,0.017,,10.1,37.7,1.72,0.0596,20.6,11.0,,7.7
18372,12/07/1998 01:55:00 PM,0.013,,,,12.0,,230.0,200.0,1.62,0.00898,,6.8,27.0,1.83,0.0335,25.5,12.0,,
18437,12/29/1998 10:20:00 AM,0.012,71.4,,,11.7,,46.0,170.0,1.65,0.00817,,8.1,16.9,2.01,0.0822,110.0,56.0,,6.8
18438,12/29/1998 10:35:00 AM,0.016,84.7,,,11.1,,39.0,72.0,1.4,0.0115,,8.1,20.4,1.66,0.0295,5.7,6.4,,6.8
18439,12/29/1998 10:50:00 AM,0.012,68.4,,,12.0,,160.0,110.0,1.62,0.0142,,7.3,15.5,2.19,0.103,136.0,65.0,,6.6
18485,01/20/1999 12:00:00 PM,0.012,84.0,,,12.3,32.0,17.0,21.0,1.73,0.00762,,7.6,22.3,1.9,0.0211,18.1,7.2,,7.3
18489,01/20/1999 11:10:00 AM,0.0248,84.5,,,12.0,46.0,24.0,35.0,1.56,0.00821,,7.6,22.8,1.72,0.0243,19.2,8.9,,7.3
18490,01/20/1999 11:30:00 AM,0.0284,95.7,,,11.8,24.0,15.0,20.0,1.3,0.0118,,7.6,24.4,1.53,0.0267,4.1,6.7,,7.2
18491,01/20/1999 11:55:00 AM,0.0357,84.1,,,12.3,24.0,18.0,23.0,1.75,0.00775,,7.6,22.1,1.84,0.0207,17.2,8.0,,7.3
18536,02/09/1999 11:57:00 AM,,75.1,80.4,,12.4,19.0,11.0,39.0,1.46,0.00652,,5.3,24.7,1.66,0.0184,7.7,4.5,,7.0
18540,02/09/1999 11:50:00 AM,,74.1,80.5,,12.1,19.0,14.0,26.0,1.48,0.00677,,5.2,24.6,1.72,0.0204,8.0,5.3,,6.9
18541,02/09/1999 12:10:00 PM,,77.5,82.9,,12.0,31.0,7.0,26.0,1.24,0.00834,,4.8,24.0,1.46,0.0213,4.3,5.8,,7.0
18542,02/09/1999 12:28:00 PM,,77.3,83.0,,12.3,26.0,14.0,25.0,1.7,0.007,,5.3,25.2,1.87,0.0177,7.8,4.1,,7.0
18573,07/13/1993 10:35:00 AM,,120.0,,12.0,,,460.0,150.0,0.62,0.006,,14.0,,0.78,0.019,1.6,0.9,,7.94
18574,07/13/1993 10:52:00 AM,,160.0,,8.2,,,52.0,70.0,0.14,0.026,,15.2,,0.43,0.046,1.6,1.3,,7.21
18575,07/13/1993 11:15:00 AM,,130.0,,11.0,,,500.0,230.0,0.73,0.008,,13.5,,0.84,0.02,1.8,0.9,,7.6
18637,03/09/1999 12:20:00 PM,0.015,85.1,76.0,,11.8,34.0,23.0,41.0,1.19,0.00782,,6.8,29.0,1.36,0.0223,7.0,3.8,,7.2
18638,03/09/1999 12:40:00 PM,,95.7,88.0,,10.7,27.0,14.0,25.0,0.693,0.00987,,7.4,,0.886,0.0213,2.7,2.6,,7.0
18639,03/09/1999 01:00:00 PM,,82.3,75.1,,11.8,17.0,18.0,19.0,1.36,0.00626,,7.2,28.3,1.52,0.0212,8.8,4.0,,7.0
18672,02/24/1999 01:50:00 PM,0.011,,,,11.8,39.0,40.0,32.0,1.12,0.0077,,8.1,26.2,1.09,0.0211,8.2,5.7,,7.3
18719,04/13/1999 11:35:00 AM,0.013,114.0,101.0,,10.4,5.0,1.0,7.0,0.228,0.0117,,10.0,42.4,0.468,0.0282,1.4,1.4,,7.4
18723,04/13/1999 11:20:00 AM,,98.6,88.0,,11.2,19.0,18.0,23.0,0.901,0.0039,,8.7,36.7,0.994,0.0132,2.9,1.4,,7.6
18724,04/13/1999 11:30:00 AM,0.012,112.0,102.0,,10.7,10.0,3.0,9.0,0.232,0.0116,,10.0,42.9,0.446,0.0264,1.7,1.7,,7.4
18725,04/13/1999 12:40:00 PM,,97.9,84.0,,13.9,5.0,9.0,12.0,0.996,0.0038,,9.4,36.6,1.1,0.0082,1.5,1.4,,7.5
18780,05/11/1999 10:45:00 AM,0.014,100.0,,,12.7,27.0,10.0,38.0,0.866,0.00696,,9.0,40.5,1.01,0.0177,3.1,2.1,,7.1
18781,05/11/1999 11:02:00 AM,0.015,119.0,,,11.1,86.0,35.0,100.0,0.174,0.0197,,10.6,48.7,0.407,0.035,1.4,2.2,,6.7
18782,05/11/1999 11:25:00 AM,0.012,99.6,,,11.7,22.0,10.0,34.0,0.985,0.00531,,9.0,39.4,1.0,0.0124,3.6,2.1,,6.6
18841,06/15/1999 11:06:00 AM,0.0231,133.0,,,8.1,360.0,160.0,640.0,0.154,0.0318,,18.2,52.0,0.459,0.0461,1.7,1.8,,7.5
18845,06/15/1999 10:47:00 AM,,116.0,,,9.82,180.0,37.0,140.0,0.754,0.0106,,15.4,45.9,0.9,0.0194,3.2,1.6,,7.8
18846,06/15/1999 11:00:00 AM,0.021,134.0,,,8.04,410.0,190.0,450.0,0.158,0.0312,,18.2,53.1,0.453,0.0448,2.6,1.5,,7.5
18884,06/24/1999 12:25:00 PM,0.0236,,,,10.4,2700.0,2900.0,5300.0,0.747,0.0118,,13.1,24.8,2.06,0.223,241.0,130.0,,7.5
18940,07/13/1999 12:15:00 PM,0.011,109.0,127.0,,10.6,29.0,44.0,53.0,0.818,0.0124,,15.4,43.9,0.98,0.0197,2.4,1.2,,7.6
18941,07/13/1999 12:30:00 PM,0.0234,143.0,172.0,,8.11,240.0,570.0,150.0,0.14,0.0292,,18.0,56.8,0.43,0.0415,1.2,1.0,,7.2
18999,08/10/1999 11:07:00 AM,0.019,126.0,,,9.23,100.0,100.0,82.0,0.735,0.0136,,16.4,51.6,0.867,0.0209,3.4,1.6,,7.4
19000,08/10/1999 11:30:00 AM,0.0218,156.0,,,8.12,410.0,390.0,220.0,0.115,0.0278,,19.6,62.3,0.372,0.0407,1.0,1.7,,6.8
19062,09/14/1999 11:43:00 AM,0.013,167.0,,,8.0,74.0,180.0,100.0,0.0884,0.0217,,15.5,65.3,0.314,0.035,2.0,1.2,,7.4
19067,09/14/1999 11:27:00 AM,0.011,135.0,,,10.6,77.0,210.0,93.0,0.775,0.0122,,14.1,57.5,0.855,0.0172,2.8,1.7,,7.9
19068,09/14/1999 11:40:00 AM,0.015,167.0,,,8.0,180.0,140.0,180.0,0.0885,0.0226,,15.5,66.1,0.276,0.0317,2.6,1.7,,7.4
19113,11/09/1999 11:47:00 AM,0.0238,,114.0,,10.3,190.0,720.0,230.0,0.742,0.0418,,9.2,42.6,0.983,0.0346,8.8,4.2,,7.4
19165,10/12/1999 10:51:00 AM,0.0542,131.0,,,11.6,140.0,140.0,80.0,0.897,0.0217,,9.8,52.1,1.05,0.031,4.3,2.4,,7.7
19166,10/12/1999 11:07:00 AM,,149.0,,,10.7,71.0,360.0,38.0,0.229,0.0212,,10.3,50.0,0.51,0.0304,1.5,2.0,,7.4
19167,10/12/1999 11:41:00 AM,0.016,136.0,,,11.6,160.0,57.0,45.0,0.914,0.0139,,10.1,55.0,1.02,0.0219,4.6,2.0,,7.4
19240,12/14/1999 11:08:00 AM,0.02,96.0,,,11.5,110.0,6900.0,74.0,0.962,0.0203,,6.6,28.6,1.25,0.0551,11.6,17.0,,
19245,12/14/1999 10:52:00 AM,0.014,74.0,,,11.9,95.0,760.0,67.0,1.39,0.00979,,6.8,23.0,1.64,0.0335,21.2,9.6,,6.8
19246,12/14/1999 11:04:00 AM,0.0218,96.7,,,11.4,120.0,380.0,200.0,0.972,0.021,,6.9,28.5,1.28,0.0561,11.9,18.0,,6.9
19247,12/14/1999 11:26:00 AM,0.012,72.2,,,12.0,52.0,650.0,47.0,1.6,0.00872,,6.8,23.1,1.84,0.0281,16.9,7.8,7.39,7.39
19279,12/06/1999 11:40:00 AM,0.015,,,,11.9,160.0,170.0,220.0,1.41,0.0101,,7.9,28.8,1.58,0.0275,10.7,6.4,,7.3
19290,08/10/1993 11:30:00 AM,0.016,130.0,,10.0,,,190.0,160.0,0.55,0.015,,14.5,,0.82,0.028,1.4,1.3,,7.75
19291,08/10/1993 11:45:00 AM,0.038,180.0,,7.2,,,120.0,41.0,0.067,0.034,,14.0,,0.37,0.066,5.8,1.8,,6.91
19292,08/10/1993 12:10:00 PM,0.009,130.0,,10.0,,,130.0,230.0,0.69,0.015,,14.5,,0.82,0.024,,1.1,,7.46
19367,09/21/1993 11:40:00 AM,0.08,230.0,,7.6,,,310.0,100.0,0.023,0.037,,11.0,,0.38,0.062,3.8,5.0,,6.65
19372,09/21/1993 11:20:00 AM,0.034,140.0,,11.0,,,270.0,200.0,0.77,0.013,,9.6,,0.9,0.024,4.1,1.8,,6.92
19373,09/21/1993 11:30:00 AM,0.077,190.0,,7.6,,,320.0,140.0,0.047,0.036,,11.0,,0.34,0.078,6.5,4.7,,6.7
19374,09/21/1993 12:00:00 PM,,150.0,,11.0,,,170.0,130.0,0.76,0.011,,9.2,,0.82,0.016,1.2,1.1,,6.82
19421,10/12/1993 10:40:00 AM,0.091,140.0,,10.0,,,170.0,150.0,0.76,0.027,,11.8,,1.1,0.058,5.1,2.0,,7.52
19422,10/12/1993 11:00:00 AM,0.027,170.0,,8.5,,,170.0,120.0,0.11,0.034,,11.8,,0.43,0.082,1.9,2.2,,7.12
19423,10/12/1993 11:20:00 AM,,150.0,,11.0,,,160.0,91.0,0.78,0.012,,11.5,,0.93,0.041,1.8,1.2,,7.53
19463,12/13/1993 01:20:00 PM,0.02,100.0,,11.0,,,37.0,60.0,1.9,0.016,,8.0,,2.3,0.023,4.4,2.3,,7.07
19500,11/16/1993 11:00:00 AM,0.064,130.0,,11.0,,,1600.0,510.0,0.72,0.027,,7.5,,0.76,0.041,6.4,2.7,,7.0
19501,11/16/1993 11:10:00 AM,0.061,160.0,,10.0,,,3700.0,100.0,0.24,0.037,,7.8,,0.33,0.072,9.0,4.6,,6.82
19502,11/16/1993 11:30:00 AM,0.007,150.0,,12.0,,,220.0,60.0,0.72,0.015,,7.8,,0.81,0.019,3.4,0.8,,7.05
19543,12/21/1993 12:06:00 PM,0.03,120.0,,13.0,,,24.0,41.0,1.8,0.017,,4.0,,1.6,0.03,4.2,1.8,7.2,7.2
19548,12/21/1993 12:00:00 PM,0.15,120.0,,13.0,,,16.0,32.0,1.4,0.017,,4.0,,1.6,0.023,4.6,1.4,7.4,7.4
